country,state_abbr,state_name,name,osm_type,osm_id,admin_level,level_name,wikidata,fips,alt_name,short_name,official_name
US,GA,Georgia,,way,33621565,8,Cities/Towns/Villages/Municipalities,,,,,
US,GA,Georgia,Rutledge,way,33624960,8,Cities/Towns/Villages/Municipalities,,,,,
US,GA,Georgia,Siloam,way,33627834,8,Cities/Towns/Villages/Municipalities,,,,,
US,GA,Georgia,Campbellton,way,34799607,8,Cities/Towns/Villages/Municipalities,,,,,
US,GA,Georgia,Euharlee Creek,way,290468086,8,Cities/Towns/Villages/Municipalities,,,,,
US,GA,Georgia,Euharlee Creek,way,290468091,8,Cities/Towns/Villages/Municipalities,,,,,
US,GA,Georgia,Euharlee Creek,way,290468456,8,Cities/Towns/Villages/Municipalities,,,,,
US,GA,Georgia,Euharlee Creek,way,290468458,8,Cities/Towns/Villages/Municipalities,,,,,
US,GA,Georgia,Euharlee Creek,way,290468593,8,Cities/Towns/Villages/Municipalities,,,,,
US,GA,Georgia,Euharlee Creek,way,290468830,8,Cities/Towns/Villages/Municipalities,,,,,
US,GA,Georgia,Maxeys,way,1345307441,8,Cities/Towns/Villages/Municipalities,,,,,
US,GA,Georgia,Penfield,way,1370252755,8,Cities/Towns/Villages/Municipalities,,,,,
US,GA,Georgia,Apalachee,way,1375191277,8,Cities/Towns/Villages/Municipalities,,,,,
US,GA,Georgia,Taylorsville,way,1415942007,8,Cities/Towns/Villages/Municipalities,,,,,
US,GA,Georgia,Decatur,relation,119289,8,Cities/Towns/Villages/Municipalities,Q986200,,,,
US,GA,Georgia,Hapeville,relation,119293,8,Cities/Towns/Villages/Municipalities,Q2025231,,,,
US,GA,Georgia,College Park,relation,119294,8,Cities/Towns/Villages/Municipalities,Q388435,,,,
US,GA,Georgia,Palmetto,relation,119298,8,Cities/Towns/Villages/Municipalities,Q508485,,,,
US,GA,Georgia,Hephzibah,relation,119330,8,Cities/Towns/Villages/Municipalities,Q1924289,,,,
US,GA,Georgia,Flemington,relation,119334,8,Cities/Towns/Villages/Municipalities,Q2673534,,,,
US,GA,Georgia,Lake City,relation,119341,8,Cities/Towns/Villages/Municipalities,Q2692691,,,,
US,GA,Georgia,Dillard,relation,119345,8,Cities/Towns/Villages/Municipalities,Q944998,,,,
US,GA,Georgia,Blythe,relation,119350,8,Cities/Towns/Villages/Municipalities,Q739423,,,,
US,GA,Georgia,Hull,relation,119351,8,Cities/Towns/Villages/Municipalities,Q2144766,,,,
US,GA,Georgia,Athens,relation,119353,8,Cities/Towns/Villages/Municipalities,Q203263,,,,Athens-Clarke County Unified Government
US,GA,Georgia,Ellijay,relation,119354,8,Cities/Towns/Villages/Municipalities,Q1814374,,,,
US,GA,Georgia,East Ellijay,relation,119355,8,Cities/Towns/Villages/Municipalities,Q3260824,,,,
US,GA,Georgia,Homeland,relation,119357,8,Cities/Towns/Villages/Municipalities,Q1941443,,,,
US,GA,Georgia,Folkston,relation,119359,8,Cities/Towns/Villages/Municipalities,Q523119,,,,
US,GA,Georgia,Avondale Estates,relation,119362,8,Cities/Towns/Villages/Municipalities,Q2090004,,,,
US,GA,Georgia,Doraville,relation,119363,8,Cities/Towns/Villages/Municipalities,Q2111734,,,,
US,GA,Georgia,Chamblee,relation,119364,8,Cities/Towns/Villages/Municipalities,Q2527605,,,,
US,GA,Georgia,Clarkston,relation,119365,8,Cities/Towns/Villages/Municipalities,Q2638470,,,,
US,GA,Georgia,Dunwoody,relation,119367,8,Cities/Towns/Villages/Municipalities,Q1208436,,,,
US,GA,Georgia,Stone Mountain,relation,119368,8,Cities/Towns/Villages/Municipalities,Q2073622,,,,
US,GA,Georgia,Peachtree City,relation,119370,8,Cities/Towns/Villages/Municipalities,Q2467256,,,,
US,GA,Georgia,Senoia,relation,119371,8,Cities/Towns/Villages/Municipalities,Q2600411,,,,
US,GA,Georgia,Chattahoochee Hills,relation,119372,8,Cities/Towns/Villages/Municipalities,Q3261921,,,,
US,GA,Georgia,Johns Creek,relation,119373,8,Cities/Towns/Villages/Municipalities,Q1191460,,,,
US,GA,Georgia,Berkeley Lake,relation,119374,8,Cities/Towns/Villages/Municipalities,Q2185652,,,,
US,GA,Georgia,Mountain Park,relation,119375,8,Cities/Towns/Villages/Municipalities,Q3475616,,,,
US,GA,Georgia,Sparks,relation,119376,8,Cities/Towns/Villages/Municipalities,Q3260729,,,,
US,GA,Georgia,Suwanee,relation,119378,8,Cities/Towns/Villages/Municipalities,Q1858545,,,,
US,GA,Georgia,Carl,relation,119380,8,Cities/Towns/Villages/Municipalities,Q2902172,,,,
US,GA,Georgia,Remerton,relation,119381,8,Cities/Towns/Villages/Municipalities,Q3260873,,,,
US,GA,Georgia,Social Circle,relation,119383,8,Cities/Towns/Villages/Municipalities,Q1852917,,,,
US,GA,Georgia,Bogart,relation,119393,8,Cities/Towns/Villages/Municipalities,Q2251342,,,,
US,GA,Georgia,Winterville,relation,119394,8,Cities/Towns/Villages/Municipalities,Q2784729,,,,
US,GA,Georgia,Pendergrass,relation,119396,8,Cities/Towns/Villages/Municipalities,Q2791408,,,,
US,GA,Georgia,Hoschton,relation,119397,8,Cities/Towns/Villages/Municipalities,Q2025847,,,,
US,GA,Georgia,Rossville,relation,119398,8,Cities/Towns/Villages/Municipalities,Q3261835,,,,
US,GA,Georgia,Lookout Mountain,relation,119400,8,Cities/Towns/Villages/Municipalities,Q2183478,,,,
US,GA,Georgia,Chatsworth,relation,119403,8,Cities/Towns/Villages/Municipalities,Q2843015,,,,
US,GA,Georgia,Grovetown,relation,119406,8,Cities/Towns/Villages/Municipalities,Q2728276,,,,
US,GA,Georgia,Rest Haven,relation,119414,8,Cities/Towns/Villages/Municipalities,Q579454,,,,
US,GA,Georgia,Braselton,relation,119424,8,Cities/Towns/Villages/Municipalities,Q899020,,,,
US,GA,Georgia,Avalon,relation,119431,8,Cities/Towns/Villages/Municipalities,Q3049367,,,,
US,GA,Georgia,Martin,relation,119432,8,Cities/Towns/Villages/Municipalities,Q3261150,,,,
US,GA,Georgia,Washington,relation,119435,8,Cities/Towns/Villages/Municipalities,Q166186,,,,City of Washington
US,GA,Georgia,Resaca,relation,119438,8,Cities/Towns/Villages/Municipalities,Q1402992,,,,
US,GA,Georgia,Gumbranch,relation,119440,8,Cities/Towns/Villages/Municipalities,Q1976562,,,,
US,GA,Georgia,Dawson,relation,119443,8,Cities/Towns/Villages/Municipalities,Q1028058,,,,
US,GA,Georgia,Vidalia,relation,119444,8,Cities/Towns/Villages/Municipalities,Q2695904,,,,
US,GA,Georgia,Lyons,relation,119445,8,Cities/Towns/Villages/Municipalities,Q2549934,,,,
US,GA,Georgia,Oglethorpe,relation,119446,8,Cities/Towns/Villages/Municipalities,Q1906108,,,,
US,GA,Georgia,Baldwin,relation,119462,8,Cities/Towns/Villages/Municipalities,Q3260942,,,,
US,GA,Georgia,Alto,relation,119464,8,Cities/Towns/Villages/Municipalities,Q1843926,,,,
US,GA,Georgia,Vernonburg,relation,119467,8,Cities/Towns/Villages/Municipalities,Q2154327,,,,
US,GA,Georgia,Thunderbolt,relation,119468,8,Cities/Towns/Villages/Municipalities,Q774537,,,,
US,GA,Georgia,Garden City,relation,119470,8,Cities/Towns/Villages/Municipalities,Q2653626,,,,
US,GA,Georgia,Port Wentworth,relation,119471,8,Cities/Towns/Villages/Municipalities,Q2436255,,,,
US,GA,Georgia,Riverside,relation,119472,8,Cities/Towns/Villages/Municipalities,Q545314,,,,
US,GA,Georgia,Hagan,relation,119473,8,Cities/Towns/Villages/Municipalities,Q2079334,,,,
US,GA,Georgia,Claxton,relation,119474,8,Cities/Towns/Villages/Municipalities,Q2052424,,,,
US,GA,Georgia,Mount Airy,relation,119475,8,Cities/Towns/Villages/Municipalities,Q3262095,,,,
US,GA,Georgia,Aldora,relation,119477,8,Cities/Towns/Villages/Municipalities,Q2393570,,,,
